Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Feels Lonely,Number of Siblings,Interested in Pets,Likes Techno
5.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,Always,few hours a day,3.0,19.0,0.0,male,city,False,3+,Yes,False
5.0,1.0,5.0,5.0,1.0,3.0,5.0,2.0,Always,less than an hour a day,1.0,18.0,2.0,female,city,True,3+,No,False
5.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,Always,most of the day,5.0,19.0,1.0,female,village,False,3+,No,False
5.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,Always,few hours a day,2.0,18.0,2.0,male,city,True,3+,Yes,False
5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,Always,few hours a day,2.0,22.0,2.0,female,village,False,3+,Yes,False
5.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,Always,most of the day,4.0,21.0,1.0,female,city,False,3+,Yes,False
5.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,Always,few hours a day,5.0,20.0,1.0,female,city,False,3+,No,False
4.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,Always,few hours a day,1.0,19.0,3.0,female,city,True,3+,No,True
4.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,Always,few hours a day,3.0,20.0,1.0,male,city,False,3+,No,False
5.0,,5.0,5.0,4.0,1.0,1.0,5.0,Always,few hours a day,1.0,19.0,0.0,male,city,False,3+,No,False
5.0,5.0,3.0,5.0,1.0,1.0,1.0,5.0,Always,most of the day,3.0,30.0,2.0,female,village,False,3+,No,True
5.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,Always,few hours a day,1.0,29.0,1.0,male,city,True,3+,No,False
5.0,2.0,5.0,4.0,1.0,5.0,3.0,2.0,Always,most of the day,3.0,21.0,0.0,male,city,False,3+,Yes,False
4.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,Always,most of the day,1.0,30.0,1.0,male,city,False,3+,No,True
5.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,Always,few hours a day,4.0,21.0,0.0,female,city,True,3+,No,False
5.0,1.0,5.0,5.0,1.0,5.0,4.0,3.0,Always,few hours a day,3.0,20.0,0.0,female,city,False,3+,Yes,False
5.0,5.0,5.0,3.0,4.0,5.0,1.0,4.0,Always,few hours a day,4.0,18.0,0.0,female,city,False,3+,Yes,True
5.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,Always,few hours a day,3.0,20.0,0.0,male,,False,3+,No,False
5.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,Always,less than an hour a day,3.0,19.0,1.0,female,,True,3+,Yes,False
5.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,Always,few hours a day,4.0,28.0,1.0,male,city,False,3+,No,True
5.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,Always,few hours a day,3.0,19.0,1.0,male,city,True,3+,No,True
5.0,3.0,5.0,3.0,1.0,5.0,1.0,3.0,Always,few hours a day,1.0,16.0,1.0,female,city,True,3+,Yes,False
5.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,Always,few hours a day,2.0,18.0,2.0,female,city,True,3+,Yes,False
5.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,Always,few hours a day,4.0,22.0,1.0,male,city,True,3+,No,False
4.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,Always,few hours a day,3.0,20.0,1.0,female,city,True,3+,Yes,True
5.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,Always,few hours a day,4.0,22.0,1.0,male,city,True,,Yes,True
5.0,3.0,5.0,4.0,1.0,4.0,2.0,4.0,Always,few hours a day,3.0,20.0,1.0,female,city,False,,Yes,False
4.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,Always,less than an hour a day,3.0,27.0,5.0,male,village,False,,Yes,True
4.0,1.0,4.0,2.0,3.0,5.0,2.0,4.0,Always,most of the day,1.0,18.0,0.0,female,city,True,,Yes,False
5.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,,most of the day,3.0,25.0,1.0,female,city,False,,Yes,False
5.0,3.0,5.0,2.0,2.0,5.0,1.0,3.0,,few hours a day,5.0,21.0,1.0,male,village,False,,Yes,False
